"iata","state","airport","city","country","latitude","longitude","timezone","dst","Volume"
"SD07","SD","Bison Municipal","Bison","USA",45.51859778,-102.4671042,-7,1,NA
"SD10","SD","Canton Municipal","Canton","USA",43.30888889,-96.571,-6,1,NA
"SD12","SD","Wilder","De Smet","USA",44.43080278,-97.56118861,-6,1,NA
"SD16","SD","Eureka Municipal","Eureka","USA",45.79998111,-99.6420625,-6,1,NA
"SD18","SD","Flandreau Municipal","Flandreau","USA",44.00386056,-96.59310139,-6,1,NA
"SD22","SD","Hoven Municipal","Hoven","USA",45.25755861,-99.79783944,-6,1,NA
"SD22","SD","Hoven Municipal","Hoven","USA",45.25755861,-99.79783944,-7,1,NA
"SD28","SD","McLaughlin Municipal","McLaughlin","USA",45.79680833,-100.7842503,-7,1,NA
"SD32","SD","Murdo Municipal","Murdo","USA",43.85165639,-100.7120811,-7,1,NA
"SD32","SD","Murdo Municipal","Murdo","USA",43.85165639,-100.7120811,-6,1,NA
"SD33","SD","Parkston Municipal","Parkston","USA",43.37915361,-97.97118278,-6,1,NA
"SD34","SD","Presho Municipal ","Presho","USA",43.90637833,-100.0370669,-6,1,NA
"SD34","SD","Presho Municipal ","Presho","USA",43.90637833,-100.0370669,-7,1,NA
"SDA","IA","Shenandoah Municipal","Shenandoah","USA",40.75148167,-95.41347222,-6,1,NA
"SDF","KY","Louisville International-Standiford ","Louisville","USA",38.17438889,-85.736,-6,1,447144
"SDF","KY","Louisville International-Standiford ","Louisville","USA",38.17438889,-85.736,-5,1,447144
"SDL","AZ","Scottsdale","Scottsdale","USA",33.622875,-111.9105333,-7,0,NA
"SDM","CA","Brown  Municipal","San Diego","USA",32.57230556,-116.98025,-8,1,NA
"SDM","CA","Brown  Municipal","San Diego","USA",32.57230556,-116.98025,-7,1,NA
"SDP","AK","Sand Point Municipal","Sand Point","USA",55.31502778,-160.5176944,NA,NA,NA
"SDY","MT","Sidney-Richland Municipal","Sidney","USA",47.70685778,-104.1925544,-7,1,NA
"SEA","WA","Seattle-Tacoma Intl","Seattle","USA",47.44898194,-122.3093131,-8,1,1908914
"SEE","CA","Gillespie ","San Diego (El Cajon)","USA",32.82623111,-116.9724497,-8,1,NA
"SEE","CA","Gillespie ","San Diego (El Cajon)","USA",32.82623111,-116.9724497,-7,1,NA
"SEF","FL","Sebring  And Industrial Park","Sebring","USA",27.45640278,-81.3424,-5,1,NA
"SEG","PA","Penn Valley","Selinsgrove","USA",40.82052917,-76.86377611,-5,1,NA
"SEM","AL","Craig ","Selma","USA",32.34394667,-86.98780333,-6,1,NA
"SEP","TX","Clark Field Municipal","Stephenville","USA",32.21532333,-98.17766722,-6,1,NA
"SER","IN","Freeman Municipal","Seymour","USA",38.92355361,-85.90736556,-5,0,NA
"SER","IN","Freeman Municipal","Seymour","USA",38.92355361,-85.90736556,-5,1,NA
"SET","MO","St Charles County Smart ","St Charles","USA",38.92969444,-90.42996111,-6,1,NA
"SEZ","AZ","Sedona","Sedona","USA",34.84862889,-111.7884614,-7,0,NA
"SFB","FL","Orlando Sanford","Orlando","USA",28.77764,-81.23748944,-5,1,NA
"SFD","SD","Bob Wiley ","Winner","USA",43.39058278,-99.84256194,-6,1,NA
"SFF","WA","Felts ","Spokane","USA",47.68281806,-117.3225583,-8,1,NA
"SFM","ME","Sanford Regional","Sanford","USA",43.39386111,-70.70800028,-5,1,NA
"SFO","CA","San Francisco International","San Francisco","USA",37.61900194,-122.3748433,-8,1,2639061
"SFQ","VA","Suffolk Municipal","Suffolk","USA",36.68235361,-76.60187333,-5,1,NA
"SFY","IL","Tri-Township ","Savanna","USA",42.04581972,-90.10760056,-6,1,NA
"SFZ","RI","North Central State","Pawtucket","USA",41.92076333,-71.49138139,-5,1,NA
"SGF","MO","Springfield-Branson Regional","Springfield","USA",37.24432611,-93.38685806,-6,1,77359
"SGH","OH","Springfield-Beckley Municipal","Springfield","USA",39.84028194,-83.84015056,-5,1,NA
"SGJ","FL","St. Augustine","St. Augustine","USA",29.95925,-81.33975,-5,1,NA
"SGR","TX","Sugar Land Municipal/Hull ","Houston","USA",29.62225306,-95.65652889,-6,1,NA
"SGS","MN","South St.Paul Municipal","South St Paul","USA",44.85713278,-93.03285389,-6,1,NA
"SGT","AR","Stuttgart Municipal","Stuttgart","USA",34.60054,-91.57457417,-6,1,NA
"SGU","UT","St George Muni","St George","USA",37.09058333,-113.5930556,-7,1,17183
"SGY","AK","Skagway","Skagway","USA",59.46006194,-135.3156636,-9,1,NA
"SHD","VA","Shenandoah Valley Regional","Staunton/Harrisonburg","USA",38.26384333,-78.89643806,-5,1,NA
"SHG","AK","Shungnak","Shungnak","USA",66.88916556,-157.1505119,-9,1,NA
"SHH","AK","Shishmaref","Shishmaref","USA",66.24956861,-166.0895589,-9,1,NA
"SHL","IA","Sheldon Municipal","Sheldon","USA",43.20839361,-95.83343306,-6,1,NA
"SHN","WA","Sanderson ","Shelton","USA",47.23355556,-123.1475556,-8,1,NA
"SHR","WY","Sheridan County","Sheridan","USA",44.76919556,-106.9802794,-7,1,NA
"SHV","LA","Shreveport Regional","Shreveport","USA",32.4466275,-93.82559833,-6,1,123884
"SHX","AK","Shageluk","Shageluk","USA",62.69511944,-159.5690614,-9,1,NA
"SIG","PR","Fernando Luis Ribas Dominicci","San Juan","USA",18.45675,-66.09883333,-4,0,NA
"SIK","MO","Sikeston Memorial Municipal","Sikeston","USA",36.89888889,-89.56175,-6,1,NA
"SIT","AK","Sitka","Sitka","USA",57.04713806,-135.3615983,-9,1,27681
"SIV","IN","Sullivan County","Sullivan","USA",39.1147125,-87.44832917,-5,0,NA
"SIY","CA","Siskiyou County","Montague","USA",41.78144167,-122.4681094,-8,1,NA
"SJC","CA","San Jose International","San Jose","USA",37.36186194,-121.9290089,-8,1,1070224
"SJN","AZ","St Johns Industrial Air Park","St Johns","USA",34.51855556,-109.37875,-7,0,NA
"SJT","TX","San Angelo Regional /Mathis ","San Angelo","USA",31.35775,-100.4963056,-6,1,15782
"SJU","PR","Luis Munoz Marin International","San Juan","USA",18.43941667,-66.00183333,-4,0,447544
"SJX","MI","Beaver Island","St James","USA",45.69227778,-85.56630556,-5,1,NA
"SKA",NA,"Fairchild AFB",NA,"USA",47.615058,-117.655803,NA,NA,NA
"SKI","IA","Sac City Municipal","Sac City","USA",42.37908333,-94.97958333,-6,1,NA
"SKW","AK","Skwentna","Skwentna","USA",61.965295,-151.1913661,NA,NA,NA
"SKX","NM","Taos Municipal","Taos","USA",36.45819,-105.6724289,-7,1,NA
"SLB","IA","Storm Lake Municipal","Storm Lake","USA",42.59719444,-95.24066667,-6,1,NA
"SLC","UT","Salt Lake City Intl","Salt Lake City","USA",40.78838778,-111.9777731,-7,1,1912514
"SLE","OR","McNary Fld","Salem","USA",44.90952778,-123.0025,-8,1,624
"SLG","AR","Smith ","Siloam Springs","USA",36.19060778,-94.49088306,-6,1,NA
"SLK","NY","Adirondack","Saranac Lake","USA",44.38531,-74.20618472,-5,1,NA
"SLN","KS","Salina Municipal","Salina","USA",38.7914825,-97.65060333,-6,1,NA
"SLO","IL","Salem-Leckrone","Salem","USA",38.64287222,-88.96418528,-6,1,NA
"SLQ","AK","Sleetmute","Sleetmute","USA",61.70931139,-157.1557008,-9,1,NA
"SLR","TX","Sulphur Springs Municipal","Sulphur Springs","USA",33.15983333,-95.62113889,-6,1,NA
"SMD","IN","Smith ","Fort Wayne","USA",41.14335389,-85.15277694,-5,0,NA
"SME","KY","Somerset-Pulaski County","Somerset","USA",37.05419722,-84.61494139,-5,1,NA
"SME","KY","Somerset-Pulaski County","Somerset","USA",37.05419722,-84.61494139,-6,1,NA
"SMF","CA","Sacramento International","Sacramento","USA",38.69542167,-121.5907669,-8,1,779195
"SMN","ID","Lemhi County","Salmon","USA",45.12047778,-113.8820103,-7,1,NA
"SMO","CA","Santa Monica Municipal","Santa Monica","USA",34.01582194,-118.4512961,-8,1,NA
"SMO","CA","Santa Monica Municipal","Santa Monica","USA",34.01582194,-118.4512961,-7,1,NA
"SMQ","NJ","Somerset ","Somerville","USA",40.62599083,-74.67024333,-5,1,NA
"SMS","SC","Sumter Municipal","Sumter","USA",33.99569444,-80.3615,-5,1,NA
"SMX","CA","Santa Maria Pub/Capt G Allan Hancock ","Santa Maria","USA",34.89924833,-120.4575825,-8,1,10483
"SNA","CA","John Wayne /Orange Co","Santa Ana","USA",33.67565861,-117.8682225,-8,1,791082
"SNA","CA","John Wayne /Orange Co","Santa Ana","USA",33.67565861,-117.8682225,-7,1,791082
"SNH","TN","Savannah Hardin County","Savannah","USA",35.17036,-88.21587,-6,1,NA
"SNK","TX","Winston ","Snyder","USA",32.69338667,-100.9504525,-6,1,NA
"SNL","OK","Shawnee Municipal","Shawnee","USA",35.35730333,-96.94282833,-6,1,NA
"SNP","AK","St. Paul","St. Paul","USA",57.16733333,-170.2204444,-10,1,NA
"SNS","CA","Salinas Municipal","Salinas","USA",36.66279222,-121.6063603,-8,1,NA
"SNY","NE","Sidney Municipal","Sidney","USA",41.10133333,-102.9852778,-7,1,NA
"SOP","NC","Moore County","Pinehurst/Southern Pines","USA",35.23735278,-79.39116944,-5,1,319
"SOV","AK","Seldovia","Seldovia","USA",59.44243917,-151.7040503,-9,1,NA
"SOW","AZ","Show Low Municipal","Show Low","USA",34.26527194,-110.0054075,-7,0,NA
"SPA","SC","Spartanburg Downtown Memorial","Spartanburg","USA",34.91572222,-81.9565,-5,1,NA
"SPB","OR","Scappoose Industrial Airpark","Scappoose","USA",45.77250444,-122.8623611,-8,1,NA
"SPF","SD","Black Hills-Clyde Ice ","Spearfish","USA",44.48022222,-103.7768889,-7,1,NA
"SPG","FL","Albert Whitted Municipal ","St. Petersburg","USA",27.76511111,-82.62697222,-5,1,NA
"SPH","LA","Springhill","Springhill","USA",32.98316472,-93.41081028,-6,1,NA
"SPI","IL","Capital","Springfield","USA",39.84395194,-89.67761861,-6,1,5306
"SPN",NA,"Tinian International Airport",NA,"N Mariana Islands",14.996111,145.621384,NA,NA,10197
"SPS","TX","Sheppard AFB/Wichita Falls Municipal","Wichita Falls","USA",33.98879611,-98.49189333,-6,1,16562
"SPW","IA","Spencer Municipal","Spencer","USA",43.16552778,-95.20280556,-6,1,NA
"SPX","TX","Houston-Gulf","Houston","USA",29.50836111,-95.05133333,-6,1,NA
"SQI","IL","Whiteside Co ","Sterling Rockfalls","USA",41.74284139,-89.67629028,-6,1,NA
"SQL","CA","San Carlos","San Carlos","USA",37.511855,-122.2495236,-8,1,NA
"SRB","TN","Upper Cumberland Regional","Sparta","USA",36.05593278,-85.5307475,-6,1,NA
"SRC","AR","Searcy Municipal","Searcy","USA",35.21194639,-91.737165,-6,1,NA
"SRQ","FL","Sarasota Bradenton International","Sarasota","USA",27.39533333,-82.55411111,-5,1,163584
"SRR","NM","Sierra Blanca Regional","Ruidoso","USA",33.46285,-105.5347508,-7,1,NA
"SRV","AK","Stony River 2","Stony River","USA",61.789875,-156.5881861,-9,1,NA
"SSF","TX","Stinson Municipal","San Antonio","USA",29.3370075,-98.47114056,-6,1,NA
"SSI","GA","Malcolm McKinnon","Brunswick","USA",31.1515925,-81.39134667,-5,1,NA
"SSQ","WI","Shell Lake Municipal","Shell Lake","USA",45.73138139,-91.92066194,-6,1,NA
"STC","MN","St Cloud Regional","St Cloud","USA",45.54532417,-94.05833667,-6,1,NA
"STE","WI","Stevens Point Municipal","Stevens Point","USA",44.54513556,-89.53028444,-6,1,NA
"STF","MS","George M Bryan ","Starkville","USA",33.43381667,-88.84863806,-6,1,NA
"STJ","MO","Rosecrans Memorial","St Joseph","USA",39.77194444,-94.90970556,-6,1,NA
"STK","CO","Crosson ","Sterling","USA",40.6152625,-103.2646556,-7,1,NA
"STL","MO","Lambert-St Louis International","St Louis","USA",38.74768694,-90.35998972,-6,1,2667148
"STP","MN","St Paul Downtown Holman ","St Paul","USA",44.9344725,-93.05999861,-6,1,NA
"STS","CA","Sonoma Co","Santa Rosa","USA",38.50897694,-122.8128803,-8,1,NA
"STT","VI","Cyril E. King","Charlotte Amalie","USA",18.33730556,-64.97336111,-4,0,58388
"STX","VI","Henry E. Rohlsen ","Christiansted","USA",17.70188889,-64.79855556,-4,0,27079
"SUA","FL","Witham ","Stuart","USA",27.18169444,-80.22108333,-5,1,NA
"SUD","OK","Stroud Municipal","Stroud","USA",35.78756833,-96.65862861,-6,1,NA
"SUE","WI","Door County Cherryland","Sturgeon Bay","USA",44.84366222,-87.42154111,-6,1,NA
"SUN","ID","Friedman Memorial","Hailey","USA",43.50484139,-114.2965903,-7,1,16745
"SUS","MO","Spirit of St Louis","St Louis","USA",38.66187028,-90.65123,-6,1,NA
"SUT","NC","Brunswick County","Southport","USA",33.92925694,-78.07499167,-5,1,NA
"SUW","WI","Richard I Bong","Superior","USA",46.6897175,-92.094655,-6,1,NA
"SUX","IA","Sioux Gateway ","Sioux City","USA",42.40260333,-96.38436694,-6,1,17996
"SVA","AK","Savoonga","Savoonga","USA",63.68639444,-170.4926361,-9,1,NA
"SVC","NM","Grant County","Silver City","USA",32.63654694,-108.1563853,-7,1,NA
"SVE","CA","Susanville Municipal","Susanville","USA",40.37684111,-120.5730033,-8,1,NA
"SVH","NC","Statesville Municipal","Statesville","USA",35.76526389,-80.95673611,-5,1,NA
"SVS","AK","Stevens Village","Stevens Village","USA",66.00900528,-149.0959153,-9,1,NA
"SWD","AK","Seward","Seward","USA",60.12693833,-149.4188122,-9,1,NA
"SWF","NY","Stewart","Newburgh","USA",41.50409361,-74.10483833,-5,1,54990
"SWO","OK","Stillwater Regional","Stillwater","USA",36.16025194,-97.08577028,-6,1,NA
"SWT","NE","Seward Municipal","Seward","USA",40.86525806,-97.10931306,-6,1,NA
"SWW","TX","Avenger ","Sweetwater","USA",32.46736806,-100.4665508,-6,1,NA
"SXL","WV","Summersville","Summersville","USA",38.23163889,-80.87080556,-5,1,NA
"SXP","AK","Sheldon Point","Sheldon Point","USA",62.52055556,-164.8477778,-9,1,NA
"SXQ","AK","Soldotna","Soldotna","USA",60.47613889,-151.0324444,-9,1,NA
"SYF","KS","Cheyenne County Municipal","St Francis","USA",39.76104833,-101.7958414,-6,1,NA
"SYI","TN","Bomar Field-Shelbyville Municipal","Shelbyville","USA",35.56009889,-86.44249333,-6,1,NA
"SYR","NY","Syracuse-Hancock Intl","Syracuse","USA",43.11118694,-76.10631056,-5,1,329326
"SYV","GA","Sylvester","Sylvester","USA",31.55851111,-83.89573389,-5,1,NA
"SZP","CA","Santa Paula","Santa Paula","USA",34.34722167,-119.061215,-8,1,NA
"SZT","ID","Sandpoint","Sandpoint","USA",48.29965139,-116.5597681,-8,1,NA
"SZY","TN","Robert Sibley","Selmer","USA",35.20295,-88.49836139,-6,1,NA
"T00","TX","Chambers County","Anahauac","USA",29.77,-94.66361194,-6,1,NA
"T03","AZ","Tuba City","Tuba City","USA",36.09276972,-111.3826419,-7,0,NA
"T08","WI","Tomahawk Regional","Tomahawk","USA",45.46913889,-89.80569444,-6,1,NA
"T18","TX","Brooks County","Falfurrias","USA",27.20683333,-98.12117083,-6,1,NA
"T28","TX","Lampasas Municipal","Lampasas","USA",31.10672694,-98.19600194,-6,1,NA
"T35","TX","Cameron Municipal Airpark","Cameron","USA",30.87935556,-96.97109694,-6,1,NA
"T36","MS","Paul Pittman Memorial","Tylertown","USA",31.14601111,-90.168145,-6,1,NA
"T41","TX","La Porte Municipal","La Porte","USA",29.66925,-95.06419444,-6,1,NA
"T44","AK","Trident Basin","Kodiak","USA",57.78083333,-152.3913889,-9,1,NA
"T47","TX","Kickapoo Downtown Airpark","Wichita Falls","USA",33.86122222,-98.4904425,-6,1,NA
"T49","TX","Big Spring McMahon-Wrinkle","Big Spring","USA",32.21261111,-101.5216389,-6,1,NA
"T53","TX","Robstown-Nueces County","Robstown","USA",27.77854306,-97.69052389,-6,1,NA
"T56","TX","Crockett-Houston County","Crockett","USA",31.30696111,-95.40383056,-6,1,NA
"T57","TX","Garland Heliport","Garland","USA",32.887625,-96.6836075,-6,1,NA
"T60","TX","Stonewall County","Aspermont","USA",33.17231861,-100.1976044,-6,1,NA
"T65","TX","Mid Valley","Weslaco","USA",26.17763889,-97.97305556,-6,1,NA
"T69","TX","Sinton-San Patricio County","Sinton","USA",28.03925,-97.54244444,-6,1,NA
"T71","TX","Cuero Municipal","Cuero","USA",29.08358806,-97.26693417,-6,1,NA
"T72","TX","Hearne Municipal","Hearne","USA",30.87182917,-96.62222639,-6,1,NA
"T74","TX","Taylor Municipal","Taylor","USA",30.57194444,-97.44316667,-6,1,NA
"T78","TX","Liberty Municipal","Liberty","USA",30.07780556,-94.69855556,-6,1,NA
"T80","TX","Kleberg County","Kingsville","USA",27.55086111,-98.03091833,-6,1,NA
"T82","TX","Gillespie County","Fredericksburg","USA",30.24369444,-98.90952778,-6,1,NA
"T89","TX","Castroville Municipal","Castroville","USA",29.34192083,-98.85090056,-6,1,NA
"T90","TX","Chambers County","Winnie/Stowell","USA",29.80411,-94.43102306,-6,1,NA
"T97","TX","Calhoun County","Port Lavaca","USA",28.65405111,-96.6813125,-6,1,NA
"TAD","CO","Perry Stokes","Trinidad","USA",37.25937778,-104.340675,-7,1,NA
"TAL","AK","Ralph M Calhoun Memorial","Tanana","USA",65.17439528,-152.1093886,-9,1,NA
"TAN","MA","Taunton Municipal","Taunton","USA",41.87460139,-71.01687583,-5,1,NA
"TAZ","IL","Taylorville Municipal","Taylorville","USA",39.53418583,-89.32781222,-6,1,NA
"TBN","MO","Forney AAF","Fort Leonard Wood","USA",37.74163111,-92.14073611,-6,1,NA
"TBR","GA","Statesboro Municipal","Statesboro","USA",32.48316667,-81.73727778,-5,1,NA
"TCC","NM","Tucumcari Municipal","Tucumcari","USA",35.18277806,-103.6031853,-7,1,NA
"TCL","AL","Tuscaloosa Municipal","Tuscaloosa","USA",33.2206275,-87.61140139,-6,1,NA
"TCS","NM","Truth Or Consequences Municipal","Truth Or Consequences","USA",33.23694444,-107.27175,-7,1,NA
"TCT","AK","Takotna","Takotna","USA",62.99270417,-156.0681903,-9,1,NA
"TCY","CA","Tracy Municipal","Tracy","USA",37.68910778,-121.4418172,-8,1,NA
"TDF","NC","Person County","Roxboro","USA",36.28489194,-78.98422694,-5,1,NA
"TDO","WA","Toledo-Winlock Ed Carlson Memorial ","Toledo","USA",46.47709083,-122.80686,-8,1,NA
"TDZ","OH","Toledo Metcalf","Toledo","USA",41.56487194,-83.48226139,-5,1,NA
"TEB","NJ","Teterboro","Teterboro","USA",40.85010139,-74.06083611,-5,1,NA
"TEL","IN","Perry County Municipal","Tell City","USA",38.01769694,-86.69093,-5,0,NA
"TEL","IN","Perry County Municipal","Tell City","USA",38.01769694,-86.69093,-6,1,NA
"TEW","MI","Mason Jewett ","Mason","USA",42.56576833,-84.42321861,-5,1,NA
"TEX","CO","Telluride Regional","Telluride","USA",37.95375861,-107.90848,-7,1,655
"TGC","TN","Gibson County","Trenton","USA",35.93245472,-88.84894028,-6,1,NA
"TGI","VA","Tangier Island","Tangier","USA",37.82513889,-75.99777778,-5,1,NA
"THA","TN","Tullahoma Regional","Tullahoma","USA",35.38015694,-86.24602333,-6,1,NA
"THM","MT","Thompson Falls","Thompson Falls","USA",47.57493556,-115.2843164,-7,1,NA
"THP","WY","Hot Springs County-Thermopolis Municipal","Thermopolis","USA",43.65828917,-108.2131542,-7,1,NA
"THV","PA","York","York","USA",39.916995,-76.87302611,-5,1,NA
"TIW","WA","Tacoma Narrows","Tacoma","USA",47.26793111,-122.5780997,-8,1,NA
"TIX","FL","Space Cost Regional","Titusville","USA",28.51479944,-80.7992275,-5,1,NA
"TKA","AK","Talkeetna","Talkeetna","USA",62.3205,-150.0936944,-9,1,NA
"TKE","AK","Tenakee SPB","Tenakee Springs","USA",57.77965833,-135.2184439,-9,1,NA
"TKI","TX","McKinney Municipal","McKinney","USA",33.17794778,-96.5905275,-6,1,NA
"TKX","MO","Kennett Memorial","Kennett","USA",36.23087083,-90.03466806,-6,1,NA
"TLH","FL","Tallahassee Regional","Tallahassee","USA",30.39652778,-84.35033333,-5,1,97899
"TLR","CA","Mefford ","Tulare","USA",36.15630556,-119.3261667,-8,1,NA
"TLT","AK","Tuluksak","Tuluksak","USA",61.09676222,-160.9684167,-9,1,NA
"TMA","GA","Henry Tift Myers","Tifton","USA",31.42879528,-83.48787167,-5,1,NA
"TMB","FL","Kendall-Tamiami Executive","Miami","USA",25.64788889,-80.43277778,-5,1,NA
"TNI","CQ","West Tinian","Peipeinimaru","USA",14.99685028,-145.6180383,NA,NA,NA
"TNP","CA","Twentynine Palms","Twentynine Palms","USA",34.13208528,-115.9458319,-8,1,NA
"TNT","FL","Dade Collier T And T","Miami","USA",25.86180556,-80.897,-5,1,NA
"TNU","IA","Newton Municipal","Newton","USA",41.67442972,-93.02172917,-6,1,NA
"TOA","CA","Zamperini ","Torrance","USA",33.8033775,-118.3396,-8,1,NA
"TOA","CA","Zamperini ","Torrance","USA",33.8033775,-118.3396,-7,1,NA
"TOB","MN","Dodge Center","Dodge Center","USA",44.018,-92.8315,-6,1,NA
"TOC","GA","Toccoa R G Le Tourneau ","Toccoa","USA",34.59376444,-83.2958,-5,1,NA
"TOG","AK","Togiak Village","Togiak","USA",59.05284222,-160.3969339,NA,NA,NA
"TOI","AL","Troy Municipal","Troy","USA",31.86041667,-86.01213889,-6,1,NA
"TOL","OH","Toledo Express","Toledo","USA",41.58680556,-83.80783333,-5,1,57846
"TOP","KS","Philip Billard Municipal","Topeka","USA",39.0686575,-95.62248361,-6,1,NA
"TOR","WY","Torrington Muni","Torrington","USA",42.0645475,-104.1526986,-7,1,NA
"TPA","FL","Tampa International ","Tampa","USA",27.97547222,-82.53325,-5,1,1271506
"TPF","FL","Peter O. Knight","Tampa","USA",27.91557833,-82.44926083,-5,1,NA
"TPH","NV","Tonopah","Tonopah","USA",38.06020222,-117.0871536,-8,1,NA
"TPL","TX","Draughon-Miller Central Texas Regional","Temple","USA",31.1525,-97.40777778,-6,1,NA
"TPO","AK","Port Alsworth","Port Alsworth","USA",60.20433333,-154.3188728,-9,1,NA
"TQE","NE","Municipal","Tekamah","USA",41.76352778,-96.17794444,-6,1,NA
"TQH","OK","Tahlequah Municipal","Tahlequah","USA",35.92891667,-95.00452778,-6,1,NA
"TQK","KS","Scott City Municipal","Scott City","USA",38.47427778,-100.8849444,-6,1,NA
"TRI","TN","Tri-Cities Regional","Bristol","USA",36.47521417,-82.40742056,-5,1,47037
"TRK","CA","Truckee-Tahoe","Truckee","USA",39.32004222,-120.1395628,-8,1,NA
"TRL","TX","Terrell Municipal","Terrell","USA",32.71004667,-96.26742306,-6,1,NA
"TRM","CA","Desert Resorts Regional","Palm Springs","USA",33.62789944,-116.1601194,-8,1,NA
"TRX","MO","Trenton Municipal","Trenton","USA",40.08351333,-93.59063472,-6,1,NA
"TSO","OH","Carroll County-Tolson","Carrollton","USA",40.56186833,-81.07748611,-5,1,NA
"TSP","CA","Tehachapi Municipal","Tehachapi","USA",35.13497222,-118.43925,-8,1,NA
"TT01","CQ","Pagan Airstrip","Shomu-Shon","USA",18.12444444,-145.7686111,NA,NA,NA
"TTA","NC","Sanford-Lee County Regional","Sanford","USA",35.58247222,-79.10136111,-5,1,NA
"TTD","OR","Portland-Troutdale","Portland","USA",45.54936889,-122.4012519,-8,1,NA
"TTF","MI","Monroe Custer","Monroe","USA",41.93990639,-83.43468306,-5,1,NA
